# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5514)
RHOU	unnamed (+49535), unnamed (+229485), unnamed (+414414)
RHOV	unnamed (-2109)
RHPN2	unnamed (+17239)
RICTOR	unnamed (-147810), unnamed (-147398), unnamed (+105435)
RILPL1	unnamed (+42477)
RIMBP3	unnamed (-121844), unnamed (-118649)
RIMKLB	unnamed (-16773)
RIMS1	unnamed (-309023)
RIN3	unnamed (-9766)
RIPK2	unnamed (+47274)
RIPOR2	unnamed (-236917), unnamed (+58132)
RIPPLY3	unnamed (-16312)
RIT2	unnamed (+37037), unnamed (+597398)
RLF	unnamed (-60)
RMDN2	unnamed (-211810), unnamed (-147837)
RND3	unnamed (-65049)
RNF128	unnamed (+25455)
RNF13	unnamed (-28596)
RNF135	unnamed (-22231)
RNF157	unnamed (-22626)
RNF165	unnamed (-60168), unnamed (+211781)
RNF182	unnamed (-61041)
RNF19A	unnamed (-175171), unnamed (-112617)
RNF19B	unnamed (-319)
RNF2	unnamed (+70234)
RNF20	unnamed (+9567)
RNF217	unnamed (+140565)
RNF219	unnamed (-603113), unnamed (-572849)
RNF223	unnamed (+49599)
RNF41	unnamed (+24677)
RNF44	unnamed (-86)
RNH1	unnamed (+18521)
ROBO2	unnamed (+591102)
ROCK1	unnamed (-204113), unnamed (-145760), unnamed (+37290)
ROCK2	unnamed (-13055)
ROPN1B	unnamed (+39661)
ROPN1L	unnamed (+10605), unnamed (+109981)
ROR1	unnamed (+146665), unnamed (+147487), unnamed (+411053)
ROR2	unnamed (+238466)
RORA	unnamed (-321640)
RORB	unnamed (-150734)
RPA3	unnamed (-192935)
RPA4	unnamed (+426554), unnamed (+450221)
RPE	unnamed (+34381)
RPE65	unnamed (+173278)
RPEL1	unnamed (-29200), unnamed (-6666)
RPIA	unnamed (+349171)
RPL10A	unnamed (+17126)
RPL22L1	unnamed (+124935)
RPL26	unnamed (-2027)
RPL26L1	unnamed (-56482), unnamed (-55906)
RPL31	unnamed (-98226)
RPL3L	unnamed (+4755)
RPL5	unnamed (-27048), unnamed (-8904)
RPLP0	unnamed (-47720), unnamed (-28792), unnamed (-27722)
RPLP1	unnamed (+207286)
RPN1	unnamed (+145596), unnamed (+150723)
RPP40	unnamed (-122323)
RPS14	unnamed (-24657)
RPS21	unnamed (-8912)
RPS29	unnamed (+41154), unnamed (+80716)
RPS3	unnamed (-12520)
RPS6KA2	unnamed (+354712)
RPS6KA3	unnamed (-107433)
RPS6KA4	unnamed (+47484)
RPS6KA5	unnamed (-80)
RPS6KA6	unnamed (-163524)
RPS6KC1	unnamed (+323930)
RPTOR	unnamed (-47260), unnamed (+89333), unnamed (+439600)
RRAGB	unnamed (+313768)
RRAGC	unnamed (-40)
RRM1	unnamed (-189227)
RRM2B	unnamed (-221)
RRN3	unnamed (-63489)
RSPH3	unnamed (+146750)
RSPO4	unnamed (-111181)
RTL1	unnamed (+11457)
RTL10	unnamed (+10860)
RTL4	unnamed (-133182)
RTP5	unnamed (+11922), unnamed (+26889), unnamed (+313728)
RUFY4	unnamed (-80791)
RUNX1	unnamed (+274339)
RUNX2	unnamed (-617334)
RUSC1	unnamed (+3427)
RUSC2	unnamed (-20214)
RXFP2	unnamed (-98175)
RXRA	unnamed (-143608), unnamed (+276308)
RYBP	unnamed (+109039)
RYK	unnamed (-123154), unnamed (-113642), unnamed (-107141), unnamed (-83131), unnamed (-76377), unnamed (-62757), unnamed (+169384)
RYR3	unnamed (+58348)
S100A16	unnamed (+834), unnamed (+30185), unnamed (+30601)
S100A2	unnamed (-13287), unnamed (-12871)
SAA1	unnamed (-3384), unnamed (+46993)
SAE1	unnamed (-8307)
SALL3	unnamed (-741659), unnamed (-18129), unnamed (+58513), unnamed (+59057)
SALL4	unnamed (-141361)
SAMD11	unnamed (-137193), unnamed (-79906)
SAMD4A	unnamed (-2146), unnamed (+75886), unnamed (+83505), unnamed (+84774)
SAMSN1	unnamed (-307027)
SARAF	unnamed (+262709)
SARS2	unnamed (+281)
SATB1	unnamed (+116240), unnamed (+158560)
SATL1	unnamed (+64366)
SBF2	unnamed (+388032), unnamed (+553429), unnamed (+588780)
SBNO2	unnamed (-9687)
SCAF11	unnamed (-269875), unnamed (-143836)
SCAF4	unnamed (+24890)
SCAMP4	unnamed (+90)
SCAP	unnamed (+81835)
SCARA3	unnamed (+2197)
SCARB1	unnamed (+362915)
SCCPDH	unnamed (+93930)
SCFD2	unnamed (+292646)
SCGB1A1	unnamed (+61754)
SCGB1C2	unnamed (-24238), unnamed (-19615), unnamed (-1160)
SCHIP1	unnamed (-207543), unnamed (-55297), unnamed (+15071)
SCLT1	unnamed (-24318)
SCML2	unnamed (+258150)
SCN2A	unnamed (+66313)
SCO1	unnamed (+29158)
SCOC	unnamed (-85102), unnamed (-84619)
SCUBE1	unnamed (+51978)
SCUBE2	unnamed (-53346)
SCYL1	unnamed (-106119)
SDC1	unnamed (-7080)
SDCBP2	unnamed (+19160)
SDHAF3	unnamed (+79952)
SDK1	unnamed (+341836)
SDR16C5	unnamed (+30958)
SDR42E2	unnamed (+25204)
SEC11C	unnamed (-269163), unnamed (-252356)
SEC13	unnamed (-143896)
SEC16A	unnamed (-50792)
SEC22B	unnamed (+42512)
SEC61G	unnamed (-254078), unnamed (-234650), unnamed (-225797), unnamed (-207719), unnamed (-186510)
SECISBP2	unnamed (+53451)
SEH1L	unnamed (-131)
SEL1L	unnamed (-30479)
SELENOH	unnamed (-7703)
SELENOI	unnamed (-1337)
SELENOT	unnamed (-82)
SELP	unnamed (+8681), unnamed (+14200)
SEMA3A	unnamed (+509757)
SEMA3C	unnamed (+355272)
SEMA3E	unnamed (-36134)
SEMA3G	unnamed (-4990)
SEMA4D	unnamed (-116196), unnamed (+46876)
SEMA5A	unnamed (+280103), unnamed (+280569), unnamed (+610211), unnamed (+627396)
SEMA6A	unnamed (-370146), unnamed (-250701)
SEMA6D	unnamed (-384535)
SENP2	unnamed (-28078)
SENP5	unnamed (-74570)
SENP7	unnamed (+71789)
SENP8	unnamed (+50028), unnamed (+52202)
SEPT10	unnamed (+84), unnamed (+414551)
SEPT11	unnamed (-359456), unnamed (-203408), unnamed (-135807)
SEPT8	unnamed (-22178)
SERAC1	unnamed (+118456)
SERBP1	unnamed (-9116)
SERINC2	unnamed (+22350), unnamed (+153510)
SERP1	unnamed (-32)
SERP2	unnamed (+149560), unnamed (+181658)
SERPINB1	unnamed (-36084), unnamed (-22060), unnamed (-10166)
SERPINB7	unnamed (+19)
SERPINB9	unnamed (+25190), unnamed (+39214), unnamed (+51108)
SERPIND1	unnamed (-206213), unnamed (-204735)
SERPINE1	unnamed (-8569)
SERPINE2	unnamed (-63551)
SERPING1	unnamed (+40332)
SERTAD2	unnamed (-97317), unnamed (-315), unnamed (+77785)
SERTAD4	unnamed (+33240)
SESN1	unnamed (+182078)
SESTD1	unnamed (-446769)
SETBP1	unnamed (-185539)
SETDB1	unnamed (-23603)
SEZ6L	unnamed (+157904)
SF3B6	unnamed (-252)
SFMBT2	unnamed (-130186), unnamed (-115353), unnamed (+516988), unnamed (+646084)
SFRP1	unnamed (+157689)
SFSWAP	unnamed (-273934), unnamed (-122617)
SFTPD	unnamed (-45701)
SGCE	unnamed (-2058)
SGCG	unnamed (-162613)
SGCZ	unnamed (+111005)
SGK1	unnamed (+230408), unnamed (+257470)
SGK2	unnamed (-51492)
SGK3	unnamed (-28356)
SGO1	unnamed (-138553)
SGPP1	unnamed (+85961)
SGSM2	unnamed (+62341)
SH2D1A	unnamed (-344597)
SH2D4A	unnamed (-21905), unnamed (-997)
SH3BP4	unnamed (-464001), unnamed (-292147), unnamed (-119265), unnamed (-32085)
SH3D21	unnamed (+14667)
SH3GL1	unnamed (+9264), unnamed (+25320)
SH3PXD2A	unnamed (+275341)
SH3RF3	unnamed (+70244)
SH3TC2	unnamed (-67817), unnamed (-217), unnamed (+60848), unnamed (+78558), unnamed (+150038), unnamed (+158341)
SHANK2	unnamed (-637657), unnamed (-593663), unnamed (-446641)
SHB	unnamed (-649), unnamed (+22162)
SHC1	unnamed (-2018)
SHCBP1	unnamed (+220801), unnamed (+222350), unnamed (+226838), unnamed (+231368), unnamed (+232825), unnamed (+233713), unnamed (+235168), unnamed (+240708)
SHCBP1L	unnamed (-15379)
SHISA4	unnamed (-3112)
SHROOM1	unnamed (+31345)
SHROOM3	unnamed (+155281), unnamed (+311329), unnamed (+378930)
SHROOM4	unnamed (+186112)
SIGLEC15	unnamed (-42073), unnamed (-32110)
SIGLEC6	unnamed (-242)
SIK1	unnamed (+93709), unnamed (+128294), unnamed (+164492)
SIN3B	unnamed (-6034)
SIPA1L1	unnamed (-140265), unnamed (+172858)
SIPA1L2	unnamed (+101544)
SIPA1L3	unnamed (+44627)
SIRT2	unnamed (+53)
SIVA1	unnamed (-267)
SIX3	unnamed (-217778)
SIX5	unnamed (+22243)
SKA1	unnamed (+141683)
SKA2	unnamed (-27)
SKP1	unnamed (+32745)
SKP2	unnamed (+4329), unnamed (+4780)
SLA	unnamed (+167299)
SLAIN2	unnamed (-9523)
SLAMF8	unnamed (+19543)
SLBP	unnamed (+258)
SLC12A2	unnamed (-164832)
SLC12A3	unnamed (-50296)
SLC12A4	unnamed (+2316)
SLC12A5	unnamed (+7831)
SLC12A6	unnamed (+27168)
SLC12A8	unnamed (+73704), unnamed (+148215)
SLC14A1	unnamed (+56714), unnamed (+66677)
SLC15A1	unnamed (-209030), unnamed (+152627)
SLC15A2	unnamed (+2953)
SLC16A6	unnamed (-37937), unnamed (-35044)
SLC16A7	unnamed (+995897)
SLC17A5	unnamed (+87903)
SLC18A1	unnamed (+92117)
SLC18A2	unnamed (+27974)
SLC18A3	unnamed (-59571), unnamed (-10656)
SLC1A1	unnamed (-72294)
SLC1A3	unnamed (-188345), unnamed (-163635), unnamed (+31953)
SLC1A4	unnamed (-238171)
SLC22A11	unnamed (-148971)
SLC22A16	unnamed (-34925), unnamed (-33225)
SLC22A5	unnamed (+45287), unnamed (+75459)
SLC22A7	unnamed (-9938)
SLC23A2	unnamed (-18499)
SLC24A4	unnamed (+180403)
SLC25A10	unnamed (+80888)
SLC25A31	unnamed (-32431)
SLC25A33	unnamed (-128281), unnamed (-95306), unnamed (-61310)
SLC25A51	unnamed (-142939)
SLC26A2	unnamed (-50)
SLC26A5	unnamed (+64369), unnamed (+65358)
SLC26A9	unnamed (-30024)
SLC27A1	unnamed (-486)
SLC29A2	unnamed (+11)
SLC2A1	unnamed (-58960)
SLC2A10	unnamed (+79836)
SLC2A12	unnamed (-35014), unnamed (-7952)
SLC2A14	unnamed (+65209)
SLC2A3	unnamed (-82697), unnamed (-53975), unnamed (-4695)
SLC30A1	unnamed (-22520)
SLC35A1	unnamed (-28310)
SLC35B3	unnamed (+277492)
SLC35F5	unnamed (+34618)
SLC35G4	unnamed (-381458), unnamed (-361794)
SLC36A3	unnamed (+45397)
SLC36A4	unnamed (-81)
SLC38A1	unnamed (+7261), unnamed (+133300)
SLC38A4	unnamed (-138670), unnamed (-138166)
SLC38A8	unnamed (+28006)
SLC39A1	unnamed (-538)
SLC39A10	unnamed (-135849)
SLC39A11	unnamed (-24563), unnamed (+753354)
SLC39A12	unnamed (+143188)
SLC39A8	unnamed (+391002)
SLC40A1	unnamed (+93470)
SLC41A2	unnamed (+128961), unnamed (+440271)
SLC41A3	unnamed (+75499)
SLC44A3	unnamed (-173794)
SLC45A1	unnamed (-190366), unnamed (+471882)
SLC45A3	unnamed (+8146)
SLC46A2	unnamed (+23734)
SLC47A2	unnamed (-2090)
SLC48A1	unnamed (-4570)
SLC4A10	unnamed (-169367), unnamed (-91185)
SLC4A3	unnamed (+34109), unnamed (+35321), unnamed (+60458), unnamed (+61711)
SLC5A11	unnamed (+160834)
SLC5A12	unnamed (+25538)
SLC6A1	unnamed (-119020)
SLC6A11	unnamed (+57504)
SLC6A18	unnamed (+65622)
SLC6A3	unnamed (-71006), unnamed (-69252), unnamed (+63841)
SLC6A6	unnamed (-172529), unnamed (+29930)
SLC7A1	unnamed (-246022)
SLC7A11	unnamed (-634078), unnamed (-633691), unnamed (-321789)
SLC7A14	unnamed (-159474)
SLC7A2	unnamed (-41830)
SLC7A4	unnamed (-41674), unnamed (-7766), unnamed (-5386)
SLC7A5	unnamed (+15938), unnamed (+79331)
SLC7A6	unnamed (+988)
SLC7A7	unnamed (+8173)
SLC8A1	unnamed (-527601), unnamed (-520927), unnamed (-378520), unnamed (+201598)
SLC9A3	unnamed (-8079)
SLC9A8	unnamed (-52941), unnamed (-1669)
SLC9A9	unnamed (+331213), unnamed (+673940)
SLCO2A1	unnamed (-51284)
SLFN12	unnamed (-577), unnamed (-156)
SLIT2	unnamed (-47519)
SLIT3	unnamed (+554185)
SLITRK2	unnamed (-423703)
SLITRK6	unnamed (-838033)
SLK	unnamed (+68861)
SLMAP	unnamed (-2114), unnamed (-1803), unnamed (+242037)
SLN	unnamed (-991)
SLTM	unnamed (+139530)
SMAD3	unnamed (-21389), unnamed (-16917), unnamed (-16177), unnamed (+112998)
SMAD5	unnamed (-25617)
SMAD6	unnamed (-22410), unnamed (+342228), unnamed (+346700), unnamed (+347440)
SMAD7	unnamed (+13040), unnamed (+327435)
SMARCA2	unnamed (-6827), unnamed (+37357), unnamed (+259654)
SMARCA5	unnamed (-157756), unnamed (-96924)
SMARCC2	unnamed (-7768)
SMC2	unnamed (-73313)
SMC3	unnamed (-395)
SMCO3	unnamed (-22389)
SMIM11B	unnamed (-486261), unnamed (-483864)
SMIM18	unnamed (-247178)
SMIM2	unnamed (+11217)
SMIM20	unnamed (+307799), unnamed (+330161)
SMIM3	unnamed (+60727)
SMIM8	unnamed (-109057)
SMNDC1	unnamed (-103605), unnamed (+78502)
SMOC2	unnamed (-62559), unnamed (+18457), unnamed (+97289), unnamed (+218450), unnamed (+399955), unnamed (+401910), unnamed (+629612)
SMPD3	unnamed (+120370)
SMURF2	unnamed (-235184), unnamed (-9578)
SMYD2	unnamed (+138447), unnamed (+166046)
SNAPC1	unnamed (-7039), unnamed (+186464)
SNCA	unnamed (+156936), unnamed (+197497), unnamed (+341256)
SNCAIP	unnamed (+439532)
SND1	unnamed (-19470), unnamed (-10061)
SNED1	unnamed (-105217)
SNHG28	unnamed (+9054)
SNN	unnamed (-35571)
SNPH	unnamed (+40192)
SNRK	unnamed (+256369)
SNRNP35	unnamed (+31718)
SNRNP48	unnamed (-28669)
SNRPB	unnamed (+85949)
SNRPE	unnamed (+8785), unnamed (+27523), unnamed (+28166), unnamed (+123620), unnamed (+139925)
SNTB1	unnamed (-101226)
SNX13	unnamed (-50447)
SNX14	unnamed (+103036)
SNX16	unnamed (+63174)
SNX2	unnamed (-23257)
SNX27	unnamed (-64759), unnamed (-807), unnamed (-151), unnamed (+98974)
SNX30	unnamed (+116341)
SNX5	unnamed (-54075)
SNX6	unnamed (-20889)
SNX8	unnamed (+4384)
SNX9	unnamed (-123155), unnamed (-98797), unnamed (-59662), unnamed (-58535)
SOCS3	unnamed (+87407)
SOD1	unnamed (+47563)
SOD3	unnamed (-152002), unnamed (-128434), unnamed (+77471)
SON	unnamed (+273)
SORBS1	unnamed (+204836)
SOS1	unnamed (-59471)
SOX1	unnamed (-92666), unnamed (+11365)
SOX11	unnamed (-182831), unnamed (-182338)
SOX13	unnamed (-203204), unnamed (-184466), unnamed (-183823), unnamed (-88369), unnamed (-72064), unnamed (+76059)
SOX17	unnamed (-162389)
SOX21	unnamed (-564505)
SOX3	unnamed (-219188)
SOX4	unnamed (-311295)
SOX5	unnamed (-640113), unnamed (+72691)
SOX8	unnamed (+43658)
SOX9	unnamed (+218314)
SP3	unnamed (-67534), unnamed (-61116), unnamed (+163024)
SP4	unnamed (-493803)
SP8	unnamed (-147345)
SPAAR	unnamed (+4523)
SPACA4	unnamed (-52772), unnamed (-52161)
SPACA7	unnamed (-297307), unnamed (+201860)
SPAG17	unnamed (+37029)
SPAG7	unnamed (-30)
SPANXD	unnamed (-59298)
SPARC	unnamed (+41618), unnamed (+89818)
SPATA16	unnamed (+194520)
SPATA19	unnamed (+817705)
SPATA31A1	unnamed (+455487)
SPATA31A5	unnamed (-388110)
SPATA31A6	unnamed (+786122)
SPATA31E1	unnamed (-115941)
SPATA33	unnamed (-18734)
SPATA46	unnamed (+125218)
SPATA8	unnamed (-442184)
SPATA9	unnamed (-15431)
SPATS2L	unnamed (-99959)
SPDYE5	unnamed (+235694)
SPG11	unnamed (-7027)
SPIDR	unnamed (+408826)
SPIN4	unnamed (-137658), unnamed (-83326)
SPINK4	unnamed (+15594)
SPINK8	unnamed (-17817)
SPINT2	unnamed (-2367), unnamed (-193)
SPIRE2	unnamed (-712), unnamed (+6747)
SPN	unnamed (-193371)
SPNS3	unnamed (-26294)
SPOCK3	unnamed (+578696)
SPP2	unnamed (+85998), unnamed (+304928), unnamed (+360002), unnamed (+371713), unnamed (+377043)
SPRY1	unnamed (+65396), unnamed (+82258), unnamed (+454076), unnamed (+622266), unnamed (+755178)
SPRY4	unnamed (+88101)
SPRYD7	unnamed (-17450), unnamed (-63)
SPSB1	unnamed (+118321), unnamed (+151296), unnamed (+185292)
SPSB4	unnamed (+30016)
SPTAN1	unnamed (+83032)
SPTB	unnamed (+121496)
SPTBN1	unnamed (-119682), unnamed (+118004)
SPTBN5	unnamed (-53848)
SPTLC3	unnamed (-289109)
SPTSSA	unnamed (+238608), unnamed (+410071)
SREBF2	unnamed (-213)
SREK1	unnamed (+65366)
SRGAP1	unnamed (+136143)
SRGAP2C	unnamed (+583857)
SRI	unnamed (-7240)
SRL	unnamed (+105717)
SRP14	unnamed (-16534), unnamed (+96757)
SRPK1	unnamed (+25505)
SRRM1	unnamed (-42244), unnamed (-37087), unnamed (+81994)
SRSF1	unnamed (-15814)
SRSF10	unnamed (-116412)
SRSF4	unnamed (-45670), unnamed (-45324)
SSBP3	unnamed (-65428), unnamed (-22848)
SSH1	unnamed (+24121), unnamed (+24502), unnamed (+125384)
SSPN	unnamed (+123340)
SSTR2	unnamed (-47761)
SSTR5	unnamed (-53315)
ST13	unnamed (+334)
ST14	unnamed (-82639)
ST18	unnamed (+133515)
ST3GAL1	unnamed (-867611), unnamed (-590223), unnamed (-197394), unnamed (+38846), unnamed (+162977), unnamed (+215394)
ST3GAL5	unnamed (+30329)
ST6GAL2	unnamed (+334867)
ST8SIA1	unnamed (+58644)
ST8SIA4	unnamed (-183919), unnamed (+61347)
STAB2	unnamed (-549476), unnamed (+192816)
STAG1	unnamed (-113)
STAG2	unnamed (+41228)
STAM	unnamed (+29471)
STARD3NL	unnamed (+176381)
STARD4	unnamed (-199)
STARD9	unnamed (-357)
STAT1	unnamed (+21143)
STAU2	unnamed (+182857)
STC2	unnamed (-206661), unnamed (-206224)
STEAP1B	unnamed (-168639), unnamed (-167618), unnamed (-83035), unnamed (-72510)
STEAP4	unnamed (+79572)
STH	unnamed (+1458)
STIM1	unnamed (+49879)
STIM2	unnamed (-298)
STK11	unnamed (-22494)
STK11IP	unnamed (+157)
STK24	unnamed (-78029)
STK25	unnamed (-37204), unnamed (-8312)
STK3	unnamed (+106998), unnamed (+116522)
STK31	unnamed (+436263)
STK4	unnamed (+46544)
STMN1	unnamed (+13781)
STOM	unnamed (+43841)
STON2	unnamed (+123377)
STPG4	unnamed (+78273), unnamed (+85352)
STRBP	unnamed (-48224)
STRIP2	unnamed (-81227)
STRN	unnamed (+47304)
STS	unnamed (-25068)
STT3B	unnamed (-372691)
STUM	unnamed (+131405)
STX11	unnamed (+134306)
STX6	unnamed (+11780)
STX7	unnamed (-3772)
STYK1	unnamed (+39664)
SUCLG2	unnamed (-276016), unnamed (+304791)
SUGCT	unnamed (+970143)
SULF2	unnamed (-752219), unnamed (-108371), unnamed (+148197)
SULT1A4	unnamed (+9959)
SULT2A1	unnamed (-63824)
SULT2B1	unnamed (+1896), unnamed (+2507)
SUPT3H	unnamed (-571562), unnamed (-15556)
SUSD1	unnamed (+133155)
SUSD3	unnamed (-84120)
SUV39H1	unnamed (+58343)
SVIL	unnamed (+277956)
SVIP	unnamed (-801516)
SVOPL	unnamed (+16198)
SWAP70	unnamed (+41350), unnamed (+76701), unnamed (+242098)
SWSAP1	unnamed (+283)
SYBU	unnamed (-46036), unnamed (+53589)
SYCE1L	unnamed (+99398)
SYDE2	unnamed (-544), unnamed (+54135)
SYK	unnamed (+273652)
SYN3	unnamed (+194147)
SYNCRIP	unnamed (-121748), unnamed (-206)
SYNDIG1	unnamed (+366986)
SYNDIG1L	unnamed (-12618)
SYNE3	unnamed (-6)
SYNJ1	unnamed (+22729)
SYNJ2	unnamed (+67927)
SYNPO	unnamed (+36641)
SYT1	unnamed (+373003), unnamed (+682765), unnamed (+683429)
SYT10	unnamed (-148184)
SYT16	unnamed (-47002), unnamed (+22271)
SYT17	unnamed (+7560)
SYT2	unnamed (+18524)
SYT6	unnamed (-313512)
SYTL3	unnamed (+80712)
TAB1	unnamed (+29052)
TAB2	unnamed (-260622)
TAB3	unnamed (+42955)
TAC1	unnamed (-535366)
TAC4	unnamed (-49031)
TACC2	unnamed (-363)
TACC3	unnamed (+56571)
TACR1	unnamed (+177871)
TACR2	unnamed (+83609)
TAF4	unnamed (+310224), unnamed (+345268), unnamed (+675269), unnamed (+734164), unnamed (+736381), unnamed (+790715)
TAF8	unnamed (+86980)
TAGLN2	unnamed (-1527), unnamed (+6875), unnamed (+7458), unnamed (+13259)
TANC1	unnamed (+244654)
TAP1	unnamed (+21)
TARBP1	unnamed (-121071), unnamed (-61109)
TAS1R2	unnamed (-33503)
TAS2R40	unnamed (+27138)
TBC1D10A	unnamed (-4082)
TBC1D12	unnamed (-4635)
TBC1D16	unnamed (+11301), unnamed (+119460), unnamed (+131318), unnamed (+132140)
TBC1D2	unnamed (-378311)
TBC1D22A	unnamed (+11503)
TBC1D2B	unnamed (-24079), unnamed (+377968)
TBC1D4	unnamed (+253124)
TBC1D5	unnamed (-608313), unnamed (-565993), unnamed (+116224)
TBC1D8B	unnamed (-50561)
TBCE	unnamed (+30493)
TBCEL	unnamed (-130526)
TBL1XR1	unnamed (-684955), unnamed (-548641), unnamed (+792763)
TBL2	unnamed (-39)
TBR1	unnamed (+38965), unnamed (+117147)
TBRG4	unnamed (-21451)
TBX1	unnamed (+87323)
TBX19	unnamed (+187082)
TBX2	unnamed (-168823)
TCEA3	unnamed (-24873)
TCEAL9	unnamed (+6223)
TCF25	unnamed (-38357), unnamed (+31228)
TCF7	unnamed (+29582)
TCF7L1	unnamed (+122694)
TCF7L2	unnamed (+346992)
TCP1	unnamed (+27729)
TCP10	unnamed (-267320), unnamed (-2573)
TDG	unnamed (+67)
TDRP	unnamed (-660694), unnamed (-294586), unnamed (-69787)
TEAD1	unnamed (-256356), unnamed (-133388), unnamed (-142), unnamed (+12200), unnamed (+12720), unnamed (+190266)
TEAD3	unnamed (+11542)
TEAD4	unnamed (-182), unnamed (+22857), unnamed (+96578), unnamed (+106146), unnamed (+112005)
TEC	unnamed (-61935)
TEKT5	unnamed (+34702)
TENM2	unnamed (-255102), unnamed (+48353), unnamed (+463642)
TENM3	unnamed (-4849)
TENM4	unnamed (-332941)
TERT	unnamed (-38567), unnamed (-32622), unnamed (+4070)
TET1	unnamed (+71327)
TET2	unnamed (-23752)
TEX10	unnamed (+138996)
TEX13A	unnamed (-480888)
TEX2	unnamed (-39163)
TEX29	unnamed (+654313)
TEX37	unnamed (-54963), unnamed (-26886)
TEX51	unnamed (+14823)
TFAP2A	unnamed (-105124)
TFAP2B	unnamed (+383287)
TFCP2L1	unnamed (-193634), unnamed (-38304)
TFDP1	unnamed (-27695), unnamed (+9754)
TFDP2	unnamed (+60807)
TFDP3	unnamed (-109180)
TFE3	unnamed (+8837)
TFEB	unnamed (-5944)
TFEC	unnamed (+955343)
TFF3	unnamed (+22711)
TFIP11	unnamed (-8255)
TFPI	unnamed (-331887)
TFPT	unnamed (-18154)
TG	unnamed (+26098)
TGFBI	unnamed (+78333)
TGFBR2	unnamed (-24492)
TGFBR3	unnamed (+149034)
TGIF1	unnamed (-121820), unnamed (+201189), unnamed (+260600)
TGM2	unnamed (-3797), unnamed (-2757)
TGM6	unnamed (+3996)
TGOLN2	unnamed (+71920)
THAP4	unnamed (+46742)
THAP6	unnamed (-310686)
THBS1	unnamed (-453719), unnamed (-452703), unnamed (-367501), unnamed (+140249), unnamed (+201575)
THBS2	unnamed (+183281), unnamed (+410983), unnamed (+412938), unnamed (+594443), unnamed (+715604), unnamed (+794436)
THEMIS	unnamed (-13468)
THRAP3	unnamed (-27168)
THRB	unnamed (+22306), unnamed (+363277)
THSD1	unnamed (+194980)
THSD4	unnamed (+102703)
THUMPD2	unnamed (-531496)
TIAM2	unnamed (+99343), unnamed (+99664)
TIGAR	unnamed (-109)
TIGD2	unnamed (+385559), unnamed (+529318), unnamed (+569879)
TIGD6	unnamed (-106947)
TIMM44	unnamed (+78)
TIMP3	unnamed (+62524)
TINAG	unnamed (-55826)
TINAGL1	unnamed (-144620), unnamed (-13460), unnamed (+14484)
TJP1	unnamed (-102861)
TK1	unnamed (-120)
TK2	unnamed (+71236)
TLCD2	unnamed (-6016), unnamed (-4300)
TLDC1	unnamed (+28547)
TLE2	unnamed (-26364)
TLE3	unnamed (-99846), unnamed (+438106)
TLL1	unnamed (-411613), unnamed (+782633)
TLN2	unnamed (+271346), unnamed (+289650), unnamed (+438718)
TLR2	unnamed (-163328)
TLR3	unnamed (+10331)
TLR5	unnamed (+161596)
TM2D2	unnamed (-171)
TM2D3	unnamed (+109527)
TMC1	unnamed (+32664)
TMC5	unnamed (-16751), unnamed (-14808), unnamed (+21099)
TMC8	unnamed (+9770)
TMCC1	unnamed (+185969), unnamed (+253646)
TMCC2	unnamed (+70428), unnamed (+73283)
TMCO1	unnamed (-51626)
TMCO3	unnamed (+66051)
TMEFF2	unnamed (+328330)
TMEM106A	unnamed (+20456), unnamed (+34742), unnamed (+39897)
TMEM106B	unnamed (+6)
TMEM106C	unnamed (-32754)
TMEM108	unnamed (-233611), unnamed (-233154)
TMEM120A	unnamed (+37365)
TMEM121	unnamed (+56326), unnamed (+63226), unnamed (+183006), unnamed (+331459)
TMEM125	unnamed (-62909)
TMEM130	unnamed (+4271)
TMEM131	unnamed (-54449), unnamed (-49217)
TMEM131L	unnamed (+71823)
TMEM132B	unnamed (+759775)
TMEM132D	unnamed (-139881), unnamed (+364761)
TMEM136	unnamed (+3502)
TMEM156	unnamed (-10968)
TMEM158	unnamed (+26146)
TMEM160	unnamed (-13944), unnamed (-10235), unnamed (-70)
TMEM164	unnamed (-175710)
TMEM165	unnamed (+9452)
TMEM167A	unnamed (+100512)
TMEM169	unnamed (+17187)
TMEM17	unnamed (-166368), unnamed (-158668), unnamed (-154797), unnamed (+94696)
TMEM170B	unnamed (-296369), unnamed (-193905), unnamed (-112592), unnamed (-46640)
TMEM171	unnamed (-24460)
TMEM177	unnamed (+15052)
TMEM178A	unnamed (-195827)
TMEM18	unnamed (+288153), unnamed (+357999)
TMEM184A	unnamed (+19297)
TMEM198	unnamed (+273)
TMEM2	unnamed (-24948), unnamed (+88087), unnamed (+90528)
TMEM200C	unnamed (-243233)
TMEM212	unnamed (+92504)
TMEM217	unnamed (+23285)
TMEM230	unnamed (+84295)
TMEM235	unnamed (+41360)
TMEM236	unnamed (-78656)
TMEM241	unnamed (+14839)
TMEM242	unnamed (+140615), unnamed (+174618)
TMEM244	unnamed (+142359)
TMEM254	unnamed (-83866)
TMEM255B	unnamed (-86913), unnamed (-34037), unnamed (+71438)
TMEM27	unnamed (-10378)
TMEM30A	unnamed (-111461)
