name	length	WIBR3_naive_TSC	AN_STB	AN_EVT	AN_naive_TSC	AN_naive	AN_primed_TSC	AN_primed	H9_STB	H9_capacitated_rep1	H9_capacitated_rep2	H9_EVT	H9_naive_TSC	H9_naive	H9_primed_StemPro	H9_primed_TSC	H9_primed
AC003001.2	831	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
AC003002.1	1843	269	348	61	239	181	169	189	289	223	167	73	243	217	237	271	208
AC003002.2	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.3	521	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	2
AC003002.4	1210	5	1	1	3	1	2	0	1	1	1	0	1	0	0	1	1
AC003005.1	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003005.2	664	2	1	0	0	0	1	1	1	2	1	0	5	0	1	9	0
AC003006.1	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003009.1	686	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
AC003029.1	603	2	0	1	2	0	3	2	1	0	1	5	2	1	2	6	1
AC003035.1	544	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AC003035.2	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC003043.1	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003045.1	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003070.1	457	4	1	1	1	0	0	0	0	1	0	3	1	0	1	0	0
AC003070.2	386	0	0	0	0	1	4	0	0	0	6	1	2	0	0	1	6
AC003071.1	789	3	2	3	3	3	1	2	2	5	2	1	1	1	7	5	2
AC003071.2	315	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
AC003072.1	612	23	40	14	35	48	89	13	10	16	29	13	6	16	20	52	25
AC003075.1	1607	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC003080.1	767	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AC003084.1	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003087.1	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003092.1	1064	0	0	0	0	0	51	0	2	1	0	1	0	0	0	0	0
AC003092.2	446	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC003098.1	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.1	459	5	1	1	2	0	0	0	1	0	2	11	2	0	0	1	0
AC003101.2	442	5	9	2	2	0	0	0	2	3	0	3	6	2	2	1	0
AC003101.3	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003102.1	2012	47	129	84	68	68	87	32	104	39	22	124	49	76	48	223	34
AC003102.2	1469	6	1	0	3	22	1	0	1	3	17	0	1	7	1	6	3
AC003659.1	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
AC003666.1	611	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC003669.1	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	49287	210	75	122	148	126	63	98	59	110	83	379	105	115	80	141	69
AC003682.1	462	1	3	2	0	2	6	5	2	0	2	1	2	1	1	7	4
AC003684.1	1715	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0
AC003685.1	466	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC003685.2	395	2	1	0	0	4	1	0	0	0	5	0	0	1	0	1	1
AC003686.1	1034	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
AC003687.1	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.1	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.2	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003956.1	356	4	6	8	7	5	6	1	2	7	2	4	1	2	2	7	0
AC003957.1	2673	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AC003958.1	421	0	0	61	0	0	0	0	2	0	0	64	1	0	0	0	0
AC003958.2	4067	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
AC003965.1	667	3	4	2	6	7	9	14	1	6	3	3	2	0	21	8	6
AC003965.2	265	2	0	21	0	0	0	0	0	0	0	33	0	0	0	0	0
AC003973.1	546	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC003973.2	1394	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0
AC003973.3	2822	215	22	24	181	1103	0	0	14	2631	1206	57	129	930	0	0	1
AC003975.1	837	0	0	1	2	41	0	747	0	375	108	0	0	19	406	0	2190
AC003982.1	498	0	0	0	0	1	1	4	1	0	0	0	0	0	8	12	3
AC003982.2	365	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
AC003984.1	4276	0	0	0	1	0	5	0	0	0	0	4	0	0	0	0	0
AC003985.1	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.2	1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.1	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.2	1711	5	6	1	10	0	128	1	3	2	4	0	3	10	1	4	0
AC003986.3	692	0	0	0	3	1	11	0	0	0	2	0	0	1	0	2	0
AC003988.1	578	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC003989.1	565	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
AC003989.2	169	0	0	0	0	2	0	1	0	1	2	1	0	0	0	0	0
AC003991.1	4838	1	5	2	0	0	7	0	2	0	0	11	1	2	0	10	2
AC003991.2	576	1	0	1	7	0	2	0	1	2	2	7	2	1	2	14	2
AC003992.1	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004000.1	433	5	1	0	3	2	0	2	0	11	3	14	7	6	5	2	2
AC004004.1	250	0	0	0	0	5	0	0	0	1	2	0	0	4	0	0	0
AC004006.1	377	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004012.1	534	1	2	0	0	0	30	0	0	0	0	0	0	0	0	1	1
AC004014.1	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.2	5122	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC004022.1	1066	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC004022.2	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004023.1	1744	2	0	0	5	0	1	0	1	1	0	0	0	0	1	2	0
AC004024.1	247	12	1	1	1	4	1	3	2	6	4	5	5	0	6	5	6
AC004034.1	510	6	2	4	3	2	4	4	3	5	4	9	2	6	2	10	5
AC004039.1	1789	0	1	1	1	3	1	2	1	7	0	2	1	0	3	15	1
AC004052.1	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004053.1	575	0	1	0	1	0	0	0	1	0	0	0	0	3	1	1	0
AC004054.1	270	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC004057.1	498	1	0	0	0	0	1	3	0	0	0	0	0	0	0	2	2
AC004062.1	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC004063.1	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.1	802	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1
AC004066.2	572	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC004067.1	700	3	2	1	3	8	5	5	0	0	1	6	1	8	3	20	1
AC004069.1	549	28	1	3	11	1	1	0	0	2	2	10	10	1	0	12	1
AC004069.2	1114	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0
AC004074.1	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004076.1	1028	2	4	1	2	1	2	2	1	5	4	0	1	1	2	2	1
AC004076.2	3323	39	7	3	21	21	24	60	10	56	30	37	18	34	56	153	112
AC004080.1	757	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC004080.2	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.3	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.4	633	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC004080.5	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.6	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.1	707	2	1	1	2	0	2	1	2	1	2	4	1	0	2	13	0
AC004129.1	796	0	2	0	1	0	0	1	0	0	1	0	0	0	1	1	0
AC004129.2	287	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC004130.1	896	5	0	6	3	1	29	32	0	18	7	6	6	2	54	33	75
AC004134.1	225	0	2	0	1	1	1	1	0	3	0	0	1	3	1	1	0
AC004147.1	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.2	3753	0	0	0	0	9	18	140	0	134	85	0	0	4	112	0	123
AC004147.3	375	0	9	0	0	1	0	1	0	5	1	0	0	0	3	0	4
AC004147.4	1844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC004147.5	536	0	0	0	0	0	0	7	0	4	7	0	0	0	8	0	3
AC004148.1	398	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0
AC004148.2	1938	101	42	38	69	98	88	129	17	163	122	32	43	96	129	276	145
AC004149.1	549	5	12	3	7	0	0	0	3	3	1	0	0	0	0	0	0
AC004156.1	3319	4	19	191	25	8	3	0	17	6	7	292	5	2	6	5	7
AC004158.1	5253	5	0	2	4	2	0	2	1	6	19	3	3	6	3	6	2
AC004160.1	5660	6	4	35	7	3	10	3	4	1	4	14	19	5	7	9	6
AC004160.2	563	1	0	2	2	0	0	0	0	0	0	3	2	0	0	0	1
AC004217.1	794	24	16	6	15	60	4	8	6	15	36	36	11	30	15	48	9
AC004217.2	751	1	0	0	1	0	0	0	0	1	0	6	0	0	1	0	0
AC004217.3	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC004221.1	844	3	1	0	0	0	10	7	1	4	0	0	0	0	15	7	6
AC004223.1	271	0	0	0	0	334	0	0	0	21	213	0	1	135	2	0	0
AC004223.2	544	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0
AC004223.3	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.4	332	6	0	0	0	2	0	0	0	0	1	5	0	0	0	6	0
AC004224.1	568	2	2	3	1	122	0	1	0	7	64	4	2	51	2	1	2
AC004224.2	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004231.1	815	16	1	1	4	0	0	0	1	0	1	4	5	3	2	3	0
AC004231.3	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.2	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.3	525	1	1	0	1	6	2	2	2	2	0	1	0	4	2	2	1
AC004233.1	608	0	1	0	1	0	0	1	2	0	1	2	1	1	0	0	0
AC004233.2	2062	7	36	1	9	5	0	25	26	22	5	1	2	5	30	1	28
AC004233.3	1269	46	44	17	54	51	4	59	28	33	14	18	22	41	63	4	49
AC004233.4	417	26	6	10	4	14	5	6	2	21	14	4	5	20	11	3	10
AC004241.1	4411	6	10	10	11	5	24	4	6	12	10	11	5	4	8	15	2
AC004241.2	444	0	1	0	0	1	0	0	0	0	0	2	0	1	2	0	0
AC004241.3	517	30	8	9	13	8	23	21	7	5	7	2	14	11	19	25	7
AC004241.4	1120	0	0	1	0	0	8	0	0	0	0	0	0	0	1	0	1
AC004241.5	2448	3	7	5	9	2	8	3	1	6	2	8	9	11	12	5	3
AC004253.1	488	69	24	38	58	45	32	40	19	50	28	69	22	59	25	72	30
AC004253.2	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004257.1	277	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
AC004263.1	332	0	0	2	0	0	0	0	0	0	1	8	1	0	0	0	0
AC004263.2	678	3	3	3	1	2	0	13	0	3	2	18	1	4	5	6	3
AC004264.1	794	1	0	1	0	0	0	0	1	2	2	3	1	1	1	0	0
AC004264.2	1737	3	0	1	1	0	4	1	0	0	0	2	0	0	0	3	1
AC004381.1	351	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
AC004381.2	1329	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0
AC004383.1	289	1	0	0	0	0	0	2	0	3	3	1	0	0	0	4	1
AC004386.1	761	0	0	1	3	19	2	1	3	4	8	1	2	10	7	4	3
AC004386.2	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004408.1	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004408.2	2777	4	1	0	3	1	1	1	1	0	3	4	3	2	2	0	1
AC004415.1	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.1	883	19	1	5	5	5	2	2	1	3	3	3	6	5	7	1	6
AC004448.2	586	0	1	3	1	24	0	0	0	9	2	1	0	85	0	1	1
AC004448.3	543	0	0	0	0	0	0	0	0	8	0	0	0	2	1	0	0
AC004448.4	4193	1	0	2	2	8	2	1	0	7	8	2	0	3	2	2	6
AC004448.5	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004449.1	433	2	2	2	1	2	3	5	1	2	3	1	1	4	1	4	0
AC004453.1	408	80	32	44	105	376	29	56	25	74	216	34	73	219	87	92	39
AC004453.2	2153	0	2	0	2	0	5	0	1	0	0	0	0	0	0	7	0
AC004461.1	403	2	0	2	0	32	0	0	0	6	26	0	1	12	0	0	0
AC004461.2	803	1	0	0	0	2	0	0	0	0	0	2	3	0	3	1	0
AC004466.1	1080	0	0	0	0	0	1	1	0	0	0	1	0	0	3	1	0
AC004466.2	516	0	0	0	0	0	1	2	0	0	6	0	0	0	3	1	1
AC004466.3	546	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
AC004467.1	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004470.1	382	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
AC004471.1	582	0	1	0	1	0	0	3	1	1	2	6	3	5	0	2	0
AC004471.2	1514	0	1	0	0	0	1	2	3	0	1	0	0	2	2	1	5
AC004477.1	2933	49	64	23	20	27	87	58	64	93	53	37	16	42	128	193	186
AC004477.2	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004477.3	590	15	25	34	37	26	85	44	8	25	8	25	15	26	19	57	20
AC004485.1	527	0	0	0	0	17	0	9	0	11	5	0	0	17	19	0	25
AC004486.1	233	0	0	0	0	345	0	0	0	17	190	0	0	113	0	0	2
AC004490.1	2738	2	12	18	8	3	0	0	19	0	1	14	1	0	2	0	0
AC004491.1	1882	29	0	2	8	2	2	42	1	31	12	68	8	23	18	21	35
AC004492.1	742	1	1	2	0	0	1	0	1	0	0	2	1	1	0	2	0
AC004494.1	2955	8	4	2	25	4	14	4	1	4	0	5	10	10	5	29	8
AC004494.2	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004520.1	1413	59	64	30	58	10	41	44	63	55	28	85	56	13	15	62	23
AC004522.1	654	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
AC004522.2	680	0	0	0	1	0	0	5	0	5	0	0	0	0	11	0	3
AC004528.1	641	0	0	1	0	0	0	0	0	1	0	0	0	1	2	3	2
AC004528.2	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004534.1	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004540.1	1702	0	0	0	0	0	12	16	0	10	8	0	1	1	33	80	18
AC004540.2	882	0	0	1	0	1	1	3	0	4	1	0	0	0	0	41	1
AC004542.1	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.2	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.1	369	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	1
AC004551.1	575	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AC004552.1	348	2	0	0	2	1	0	0	0	1	2	1	0	0	0	1	2
AC004554.1	1468	0	0	0	0	16	2	0	0	2	11	0	1	7	0	0	0
AC004554.2	1893	0	0	0	0	2	0	0	0	1	2	0	0	3	0	0	0
AC004584.1	549	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	0
AC004584.2	410	7	1	1	0	26	2	1	0	7	26	6	1	17	3	4	2
AC004584.3	2356	9	0	0	9	1	11	6	0	14	5	6	1	11	7	6	12
AC004585.1	1198	24	6	1	1	0	1	0	1	0	2	0	2	0	0	1	0
AC004585.2	1473	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004590.1	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004593.1	798	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
AC004594.1	3458	0	0	0	0	0	2	0	0	3	2	1	0	0	3	12	5
AC004596.1	528	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0
AC004597.1	561	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0
AC004623.1	2127	10	2	0	1	2	1	3	1	8	6	3	2	1	3	4	3
AC004637.1	482	0	4	0	0	2	0	0	6	0	0	0	1	0	0	0	0
AC004656.1	4951	5	0	3	12	126	68	285	8	252	142	20	4	134	463	405	321
AC004672.1	2088	7	0	2	4	0	1	3	4	1	1	0	7	0	0	2	0
AC004672.2	574	7	0	2	3	1	0	2	1	6	1	1	0	0	0	4	1
AC004674.1	739	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0
AC004678.1	929	5	0	2	1	3	5	4	0	1	0	5	2	3	6	2	2
AC004678.2	1002	14	3	8	21	9	4	11	4	9	10	47	20	9	12	31	28
AC004686.1	538	16	6	5	4	28	12	5	0	9	16	16	6	17	6	17	8
AC004687.1	1625	0	0	0	2	2	0	2	0	3	1	0	0	0	0	0	1
AC004690.1	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC004690.2	2064	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0
AC004691.1	547	1	0	0	0	0	0	1	1	2	2	1	1	0	0	1	1
AC004691.2	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004692.1	424	0	0	0	0	137	0	0	0	11	79	0	0	54	1	0	0
AC004692.2	1205	0	0	0	0	0	0	3	0	3	3	0	0	0	1	3	3
AC004696.1	607	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1
AC004696.2	331	0	0	0	0	0	0	0	0	1	0	0	0	2	3	1	1
AC004702.1	195	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
AC004704.1	583	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1
AC004706.1	879	3	0	0	0	0	0	6	0	3	0	1	2	0	10	1	0
AC004706.2	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004706.3	4151	0	0	1	7	4	0	14	0	3	4	1	2	1	51	2	46
AC004706.4	3537	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0
AC004707.1	715	0	6	0	2	0	0	0	9	0	0	0	1	1	0	0	0
AC004754.1	2242	0	0	0	0	0	2	0	0	1	0	0	1	0	1	3	0
AC004771.1	583	0	0	2	4	3	0	4	2	0	0	1	2	11	1	0	0
AC004771.2	439	3	0	4	0	2	1	1	3	0	0	7	2	6	0	6	0
AC004771.3	551	5	9	6	12	4	3	3	0	8	1	6	4	3	2	7	0
AC004771.4	474	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC004771.5	542	4	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0
AC004775.1	753	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2
AC004777.1	287	0	0	5	2	0	0	0	2	0	0	10	0	0	0	2	0
AC004784.1	2168	16	123	39	3	0	0	1	34	0	2	37	6	0	0	0	0
AC004790.1	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004790.2	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004792.1	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004801.1	360	11	7	12	22	53	14	20	10	16	34	19	9	15	8	23	6
AC004801.2	779	4	0	2	9	1	5	4	0	5	2	3	2	3	0	4	0
AC004801.3	962	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004801.4	3112	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
AC004801.5	1044	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
AC004801.6	978	3	10	1	1	1	5	2	1	0	1	4	2	0	1	3	5
AC004801.7	2973	0	0	0	0	0	0	0	0	6	2	0	0	3	0	0	2
AC004803.1	3669	39	6	16	37	10	39	14	2	43	30	25	17	22	55	260	41
AC004805.1	1616	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0
AC004805.2	482	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0
AC004805.3	310	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004808.1	721	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
AC004808.2	773	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5
AC004812.1	146	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004812.2	2094	25	15	9	22	22	23	21	14	12	19	12	16	10	37	32	18
AC004815.1	331	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
AC004816.1	716	120	24	24	124	36	137	158	48	182	102	36	96	44	265	188	328
AC004816.2	284	0	0	0	0	3	7	12	0	2	3	0	0	1	28	21	22
AC004817.1	721	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
AC004817.2	651	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004817.3	2129	3	9	1	0	0	0	1	5	0	0	1	0	2	0	0	0
AC004817.4	3625	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1
AC004824.1	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004825.1	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004825.2	455	0	0	1	1	0	0	5	0	0	0	0	0	1	0	0	0
AC004828.1	654	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004830.1	911	51	0	13	50	8	0	17	1	16	9	21	36	14	47	1	34
AC004832.1	2422	0	1	0	4	1	3	1	1	0	0	0	2	1	0	0	1
AC004832.2	482	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0
AC004832.3	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004832.4	331	3	2	2	2	1	3	5	0	6	7	5	1	10	7	13	10
AC004832.5	401	20	2	8	8	5	4	11	1	12	11	13	3	7	17	22	9
AC004832.6	704	23	2	1	33	1	18	4	3	3	0	9	5	0	7	10	5
AC004834.1	4408	5	4	3	7	8	5	20	5	12	7	5	3	14	18	24	8
AC004835.1	2907	3	9	0	0	0	0	0	1	2	0	2	0	0	0	0	0
AC004835.2	682	0	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0
AC004836.1	634	0	0	0	0	0	0	0	0	0	0	1	0	0	4	8	3
AC004837.1	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.2	731	32	14	14	43	3	4	8	15	7	3	7	23	5	7	17	14
AC004837.3	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004839.1	501	3	0	0	0	1	1	0	0	0	1	0	0	0	1	4	2
AC004840.1	748	0	0	0	0	0	0	0	1	0	1	4	1	0	0	0	1
AC004840.2	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004846.1	3050	56	5	36	57	32	0	0	2	24	17	91	33	23	5	0	0
AC004846.2	777	11	4	6	9	4	6	7	1	6	5	16	6	6	2	7	3
AC004847.1	1911	0	0	0	0	12	0	0	0	0	2	3	0	10	0	0	0
AC004852.1	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004852.2	3362	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
AC004852.3	326	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC004853.1	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004853.2	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004854.1	349	0	0	0	0	12	0	0	0	1	5	0	0	7	0	0	0
AC004854.2	1441	4	4	0	5	3	3	2	6	2	1	0	1	0	1	0	0
AC004858.1	242	1	0	6	6	0	1	0	2	1	2	24	3	1	1	2	5
AC004862.1	3819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004865.1	1003	4	1	1	1	4	3	0	0	3	3	21	1	6	4	7	5
AC004865.2	1030	5	2	12	4	11	7	5	2	1	1	9	6	16	8	3	2
AC004866.1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004866.2	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.1	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC004869.2	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.1	882	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
AC004870.2	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.3	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.4	661	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC004872.1	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004875.1	378	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC004877.1	4093	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC004877.2	599	1	1	1	3	0	4	2	0	0	1	4	1	0	0	3	1
AC004882.1	773	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
AC004882.2	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004884.1	319	3	0	4	3	133	0	2	1	17	78	1	3	47	4	3	3
AC004884.2	546	3	2	1	1	1	2	0	2	2	1	3	5	0	1	0	3
AC004888.1	547	2	0	1	0	0	1	1	0	4	2	0	0	0	0	0	1
AC004889.1	2249	1	1	0	0	0	1	0	3	7	6	0	0	3	6	0	1
AC004890.1	181	6	0	0	4	9	1	1	2	0	4	0	2	7	0	3	0
AC004890.2	4271	8	12	22	17	1	7	5	7	2	9	20	7	3	15	6	14
AC004890.3	1095	5	3	6	3	1	8	0	0	3	3	11	2	2	1	0	0
AC004893.1	1393	11	2	5	2	21	2	1	1	0	13	6	2	13	10	6	1
AC004893.2	4194	51	22	28	83	35	31	35	10	29	19	88	46	29	40	89	43
AC004895.1	820	4	3	0	7	1	2	0	1	0	0	0	1	3	0	3	1
AC004898.1	766	2	1	1	0	1	2	2	1	1	0	5	0	2	2	5	0
AC004899.1	1714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004899.2	3860	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004906.1	969	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC004908.1	541	11	5	3	0	1	3	2	3	6	2	4	2	2	3	5	0
AC004908.2	574	22	28	11	11	10	9	6	16	8	6	4	5	12	4	21	0
AC004908.3	625	2	2	0	4	1	1	0	0	4	2	2	3	1	2	3	1
