name	Gene	day0	day6	day12	day18
Br_DEFB130B_2	DEFB130B	1122.33333333333	744.5	439	199
Br_PLEKHB1_1	PLEKHB1	692.333333333333	1521.5	2147.5	1487.5
Br_NO_CURENT_62_2	NO_CURENT_62	2139.33333333333	4190	5370.5	4993
Br_USH1C_2	USH1C	519.333333333333	705.5	422.5	355
Br_CDCP1_3	CDCP1	493	877	1562	1204
Br_STBD1_4	STBD1	1223.33333333333	1958	1425	247.5
Br_SOX18_2	SOX18	633.333333333333	1184.5	1207.5	792.5
Br_ITGAL_2	ITGAL	1256.66666666667	1253.5	808	617.5
Br_NCDN_2	NCDN	602.333333333333	470	366	237.5
Br_EPG5_3	EPG5	1471.33333333333	2179.5	1746	530.5
Br_WEE1_1	WEE1	602.333333333333	766	598.5	715
Br_OR6C68_1	OR6C68	1008.66666666667	1505.5	1640.5	1461.5
Br_ZNF593_3	ZNF593	2340.66666666667	3390.5	2219.5	1248
Br_CHI3L2_3	CHI3L2	1078.33333333333	1492.5	1407	658.5
Br_LMO1_2	LMO1	2443.33333333333	4232.5	4083	3193
Br_KLHL28_4	KLHL28	726.333333333333	1182	1653.5	1003
Br_LRRC3C_1	LRRC3C	1887.66666666667	3696	2746.5	1330
Br_FAM181B_2	FAM181B	552.666666666667	840	692.5	229.5
Br_HBA2_2	HBA2	597.666666666667	743.5	689.5	384.5
Br_TRAF2_1	TRAF2	902.666666666667	1518	1154.5	874.5
Br_CPA5_1	CPA5	993	1475.5	802.5	318.5
Br_TBX10_3	TBX10	433.333333333333	934	999.5	763
Br_KIF24_2	KIF24	414.666666666667	622.5	318	43.5
Br_SRPX_1	SRPX	1617.66666666667	1516.5	1074.5	736
Br_KIF7_2	KIF7	985	2102.5	1959	1315.5
Br_SRA1_3	SRA1	498.333333333333	572.5	566	335
Br_TAS2R38_1	TAS2R38	760	926.5	559	425.5
Br_ZNF425_4	ZNF425	855	1614.5	1616	1036
Br_PRY_2	PRY	58	23	0.5	0
Br_FAM167A_4	FAM167A	2060.66666666667	4020	5111	7674.5
Br_C6orf106_2	C6orf106	768.666666666667	1038.5	938.5	517
Br_PKD2_1	PKD2	856.333333333333	1275.5	1802	2045
Br_NT5M_3	NT5M	1112	1154	784	541.5
Br_FGF2_4	FGF2	918	1135	962.5	1099.5
Br_MSMB_4	MSMB	579.666666666667	911.5	892	205
Br_TRIM41_1	TRIM41	555	604	493.5	280.5
Br_ODAM_2	ODAM	1973.33333333333	4099	3150	1662.5
Br_YARS2_2	YARS2	854	254	27.5	2
Br_OR4K5_1	OR4K5	1285.66666666667	1517	948.5	1063.5
Br_KIF27_3	KIF27	658.666666666667	1631.5	2229.5	1245
Br_TAS2R20_1	TAS2R20	1870	2437	2130.5	1873.5
Br_BAG1_1	BAG1	476.333333333333	676	772.5	332
Br_YPEL5_1	YPEL5	1691.66666666667	2957.5	1819.5	1232.5
Br_CLTC_2	CLTC	1131	1185	1176.5	1157
Br_GRIFIN_1	GRIFIN	719.333333333333	766	697	192
Br_MCM4_3	MCM4	455.666666666667	500.5	603.5	323.5
Br_CC2D2B_4	CC2D2B	208.333333333333	292.5	223	140.5
Br_SRSF12_1	SRSF12	996	2008	1627	873
Br_CSTF3_1	CSTF3	797.666666666667	552.5	375	235.5
Br_ALDH3A2_4	ALDH3A2	3318.66666666667	6331	7273	5139
Br_NUPL2_1	NUPL2	564.666666666667	410	70.5	13
Br_THPO_3	THPO	900.666666666667	1374.5	859	170
Br_CLCC1_4	CLCC1	430.666666666667	619	200.5	50.5
Br_GH2_2	GH2	1243.66666666667	1685	1202.5	448
Br_RBMY1E_3	RBMY1E	1350.66666666667	2473	2056.5	958
Br_MICAL2_1	MICAL2	633	730	546.5	334
Br_C14orf93_3	C14orf93	396.666666666667	833.5	1235.5	448
Br_LY75_3	LY75	512	767	408	165.5
Br_C7orf66_2	C7orf66	1690.33333333333	4521	4556	1690
Br_PDE1A_4	PDE1A	850.333333333333	1606.5	3254.5	4041.5
Br_API5_1	API5	2171.66666666667	3743	3966	2980.5
Br_SUMO1_3	SUMO1	605	729	1189.5	1621.5
Br_IL37_4	IL37	1424.33333333333	1621	1398	897.5
Br_RRP1B_4	RRP1B	1694.66666666667	2294	1803	874
Br_TIGD4_4	TIGD4	914.333333333333	1522	1573.5	654
Br_C21orf33_3	C21orf33	498	649.5	834.5	547.5
Br_ATP5G2_1	ATP5G2	1487.33333333333	1821	1252	535
Br_CDC25A_2	CDC25A	591	669	799	1650.5
Br_GLIPR1L1_1	GLIPR1L1	806.666666666667	1169.5	319.5	96
Br_FIS1_4	FIS1	1686	2826.5	2339	1430.5
Br_AMFR_3	AMFR	1680.66666666667	2104.5	1314	575
Br_MSR1_3	MSR1	277	776.5	464	58.5
Br_CLINT1_3	CLINT1	1427	2407.5	2599.5	1519
Br_TBC1D1_4	TBC1D1	2365.66666666667	4925.5	4869.5	2420
Br_VPS37A_1	VPS37A	1510	1507.5	1145	389.5
Br_CALCR_3	CALCR	1887	2941	3222	2154.5
Br_BAZ2A_3	BAZ2A	848.333333333333	1172.5	995	562
Br_CDK19_2	CDK19	2414.66666666667	3440	2571	1045
Br_LPAR4_2	LPAR4	1898	3178.5	2527.5	970
Br_DDX39A_4	DDX39A	918.666666666667	1434	919	379
Br_UQCRHL_1	UQCRHL	808	844	476	332.5
Br_PAPD7_2	PAPD7	1293.33333333333	2910	4002.5	4386.5
Br_DBT_1	DBT	635	1298	1437.5	995
Br_HAPLN3_4	HAPLN3	2989	5081	4312.5	2495
Br_TMED6_1	TMED6	395	642.5	1175	875
Br_SLC30A4_3	SLC30A4	634.333333333333	775	404	146.5
Br_POLR3F_1	POLR3F	334.666666666667	520	506.5	352.5
Br_FNIP1_1	FNIP1	927.666666666667	1051	620	310
Br_NEU3_3	NEU3	1308	1598.5	816.5	409
Br_RNF213_3	RNF213	468.666666666667	1061	776	232
Br_FOXD4L5_2	FOXD4L5	1293.33333333333	2348.5	2088	1247.5
Br_IQCH_2	IQCH	816	1520	2317.5	1802
Br_PFAS_3	PFAS	396.666666666667	630.5	514.5	883
Br_NPR2_4	NPR2	1658.33333333333	2137	1122.5	592
Br_DIS3_1	DIS3	1333	1676.5	1206	929
Br_PGM2_4	PGM2	1292.33333333333	2150	2330	1844.5
Br_FNDC9_2	FNDC9	1663.66666666667	2571.5	2178.5	1688
Br_NMB_2	NMB	546.333333333333	870.5	1021.5	690.5
Br_GRAMD1A_4	GRAMD1A	1954.33333333333	1359	871	427
Br_ATP6V1G2_1	ATP6V1G2	1395.66666666667	2250.5	2181.5	1025
Br_POU3F2_4	POU3F2	646.333333333333	1031.5	573	92.5
Br_RIPOR3_1	RIPOR3	3405	4875	3760.5	2213.5
Br_GREM1_3	GREM1	492.333333333333	243	157.5	30.5
Br_ASB12_3	ASB12	1009.66666666667	1494.5	2239.5	2056
Br_SYDE2_4	SYDE2	1701	3257	3589	2597
Br_IGSF1_1	IGSF1	1067	1905.5	4472	6997
Br_H2AFZ_4	H2AFZ	1531.66666666667	1336	983	606.5
Br_EFR3B_4	EFR3B	1461	3238	4645.5	4410
Br_RTN3_1	RTN3	1727.66666666667	2884	3872.5	2583.5
Br_PLOD1_3	PLOD1	847	1437	1528.5	387.5
Br_HIST1H2AE_4	HIST1H2AE	1229.66666666667	830	539	99.5
Br_SORCS2_3	SORCS2	841.666666666667	1595.5	1977.5	1273.5
Br_CBWD2_2	CBWD2	1032	2191	3157.5	2166.5
Br_PRKACG_1	PRKACG	399.666666666667	661.5	1118.5	574.5
Br_CD59_2	CD59	1780	3560	3456.5	2365.5
Br_BCL2L10_2	BCL2L10	1861.66666666667	1932.5	2300.5	1724
Br_ALDH3B1_4	ALDH3B1	744	1169.5	1001	559.5
Br_PIK3R4_3	PIK3R4	609.333333333333	625.5	209.5	35.5
Br_PHLDA3_1	PHLDA3	599	840.5	554.5	304.5
Br_AKT1S1_4	AKT1S1	651.333333333333	880.5	1743	2652
Br_EIF2S2_4	EIF2S2	1876.33333333333	1790	795.5	248.5
Br_HIST2H3C_1	HIST2H3C	635.666666666667	666.5	305	157
Br_CELSR3_2	CELSR3	373.666666666667	648.5	327.5	384.5
Br_MYL12A_1	MYL12A	1341.33333333333	2112.5	1986	1186.5
Br_GBP2_4	GBP2	563	1228	1905	3015
Br_FAM157A_1	FAM157A	722.333333333333	924	676.5	395
Br_SP110_4	SP110	862.333333333333	1888	2826	2592
Br_ISOC1_4	ISOC1	1595.66666666667	2725	2457.5	1446
Br_STPG1_3	STPG1	1471	2758	1767.5	639.5
Br_NTN3_1	NTN3	1933.66666666667	2477.5	2399.5	2785.5
Br_CDK5R1_4	CDK5R1	429.333333333333	679.5	326	65
Br_TSPY8_1	TSPY8	763.333333333333	1649	3190	3788
Br_RSG1_1	RSG1	604.666666666667	1100.5	522.5	304.5
Br_TRAPPC11_3	TRAPPC11	798.333333333333	526.5	259	76.5
Br_CDC27_2	CDC27	616.333333333333	1012.5	711	341
Br_LRRC45_2	LRRC45	689.666666666667	736	427.5	367
Br_CDH17_1	CDH17	2342.33333333333	4621	3915.5	2462
Br_OSBPL2_3	OSBPL2	989	1644	1634.5	1892.5
Br_KIF3A_3	KIF3A	1285	1867	1942.5	2231.5
Br_FOXA2_1	FOXA2	1225.66666666667	2769	2407	1540.5
Br_ODF2_3	ODF2	671.666666666667	1126	805.5	418
Br_NEK3_3	NEK3	1189	2172	2420	1803.5
Br_TAS2R5_4	TAS2R5	1095.66666666667	1378.5	1578.5	1582.5
Br_ZNF354C_1	ZNF354C	1246	2019.5	1729.5	1189
Br_PLPP4_3	PLPP4	1554.33333333333	4388.5	4007	2145
Br_TTC28_1	TTC28	712.333333333333	1434	1611	672.5
Br_MATR3_2	MATR3	179.666666666667	288	257	59
Br_CT45A2_2	CT45A2	1148.33333333333	2282.5	2686	2248
Br_YPEL1_4	YPEL1	1642.33333333333	2379.5	2776.5	1923
Br_ZNF780B_2	ZNF780B	1221.66666666667	2226.5	1958	1551
Br_AFG3L2_1	AFG3L2	1852	2809.5	2846.5	916.5
Br_PGAP1_2	PGAP1	1159.66666666667	2814.5	3661	1914
Br_THTPA_2	THTPA	1859	3093.5	3187	1953
Br_AQP8_3	AQP8	1778	2078.5	3033.5	3325
Br_FAM133A_3	FAM133A	938	1527	1313.5	375.5
Br_C9orf129_3	C9orf129	1705	2050	1561	947.5
Br_ASIC1_4	ASIC1	1205.66666666667	1328.5	972.5	208
Br_ZNF783_3	ZNF783	1157	1768.5	1053	500
Br_TM4SF4_2	TM4SF4	1362	1947.5	1996.5	1611
Br_EPM2AIP1_4	EPM2AIP1	477.666666666667	617	502	417.5
Br_FBXO46_3	FBXO46	1551	2597	3004	2353.5
Br_FBXL12_1	FBXL12	669.666666666667	745	484.5	358
Br_CDH11_2	CDH11	1662	2685.5	1509	489.5
Br_AGR3_4	AGR3	734	1615	1593.5	851.5
Br_SPPL2C_1	SPPL2C	1582.66666666667	2109.5	2314	1800.5
Br_MYBPHL_1	MYBPHL	646.666666666667	909.5	610.5	112.5
Br_TKT_4	TKT	1216.33333333333	1277.5	417	111
Br_PCDHA11_1	PCDHA11	2264	4361	4127	2716.5
Br_PTPN18_4	PTPN18	1303	1799	2016.5	1642
Br_POU1F1_3	POU1F1	357.333333333333	478	176.5	81
Br_ANGPTL5_3	ANGPTL5	302.666666666667	528	152	76.5
Br_TBC1D3B_2	TBC1D3B	1554.66666666667	1783.5	1670.5	964.5
Br_BRD8_3	BRD8	1093.33333333333	1108.5	627	353
Br_PIGK_2	PIGK	914.333333333333	1593.5	1936.5	896.5
Br_TMEM81_2	TMEM81	682	804	594.5	217
Br_TRIML2_3	TRIML2	902.666666666667	1791.5	1342.5	441
Br_GDPD4_3	GDPD4	1701.66666666667	2842.5	2772	3371
Br_DPY19L2_2	DPY19L2	1385.33333333333	1495	1076.5	681.5
Br_NPPB_3	NPPB	451.333333333333	909	462	257
Br_PJA2_2	PJA2	1765.66666666667	3663.5	4117.5	2913
Br_PLCXD2_2	PLCXD2	966	1963	1790.5	618.5
Br_DMXL1_2	DMXL1	1270	2072.5	3665	7104.5
Br_BCAS3_4	BCAS3	1137	1665.5	1814	1458.5
Br_TUBG2_4	TUBG2	2091.33333333333	3507.5	3439.5	1823.5
Br_SEC14L6_3	SEC14L6	828.666666666667	1058	758.5	223
Br_RHOBTB2_1	RHOBTB2	924.666666666667	963.5	852	838.5
Br_ORAI3_3	ORAI3	1792	1647	1862.5	1765
Br_LOC100996693_1	LOC100996693	1209	1665	1062.5	344
Br_CBX7_3	CBX7	1129.33333333333	1052.5	728	173
Br_ADARB1_2	ADARB1	1222.33333333333	1645.5	1086.5	468
Br_ZRSR2_3	ZRSR2	2006	3054	2029	1022.5
Br_HAMP_3	HAMP	641.333333333333	1071	996.5	583.5
Br_FUOM_3	FUOM	767.333333333333	718	432.5	139
Br_ISLR_1	ISLR	179	245	78	39
Br_FAM3C_2	FAM3C	2103	3360	3371.5	1920
Br_SIK1_4	SIK1	218.333333333333	236	350.5	121
Br_GPN3_3	GPN3	27.3333333333333	4.5	0.5	0
Br_PSMC3_1	PSMC3	505	524	306	146
Br_UBTD1_3	UBTD1	731.666666666667	915.5	894	376
Br_TMEM177_3	TMEM177	607.666666666667	1103	725	571.5
Br_TBC1D3I_3	TBC1D3I	620.666666666667	1040	1052.5	647
Br_SPN_2	SPN	939	1334	1629	2744.5
Br_ANKS4B_3	ANKS4B	1647	2448.5	1868.5	1785.5
Br_PRELID3A_3	PRELID3A	2965.66666666667	4188	3403.5	1859
Br_HNRNPU_2	HNRNPU	620.333333333333	238	47.5	10.5
Br_MAP1A_4	MAP1A	1286	2244	1503.5	596
Br_LHX2_4	LHX2	719.666666666667	862.5	981	652
Br_MAN2A1_4	MAN2A1	2147.33333333333	4035.5	4502.5	3281
Br_AMBN_2	AMBN	1126.66666666667	1872.5	2166	1461.5
Br_DIRAS1_3	DIRAS1	103.666666666667	164	167.5	113.5
Br_FPR3_1	FPR3	2205.33333333333	3002.5	2937.5	3061.5
Br_PRKACA_3	PRKACA	1118.66666666667	1982.5	1551.5	1313
Br_ZFYVE9_4	ZFYVE9	318.666666666667	278.5	157.5	55.5
Br_C19orf67_4	C19orf67	626.666666666667	1322.5	955.5	367.5
Br_TTC36_3	TTC36	1250	2503.5	2413	1771.5
Br_BRD7_3	BRD7	1112.33333333333	2100.5	3579.5	4452.5
Br_IL33_2	IL33	454.333333333333	970.5	1009	431
Br_TMEM254_2	TMEM254	408.333333333333	616.5	258	210.5
Br_TRPV1_1	TRPV1	349.333333333333	727	709	728
Br_SGK2_3	SGK2	1189.33333333333	2069.5	2228	2203
Br_MINDY1_1	MINDY1	483.666666666667	751	317	88
Br_TRIM69_2	TRIM69	1108	2111	1872.5	3026
Br_BMP5_3	BMP5	2375.33333333333	4306	3196.5	3088.5
Br_ZNF653_4	ZNF653	1946.33333333333	3535.5	3344.5	2915.5
Br_OR5M9_4	OR5M9	700.333333333333	1046	1208.5	834
Br_FRMPD3_3	FRMPD3	1507.33333333333	1769.5	1666	789.5
Br_CANT1_2	CANT1	781.333333333333	1052	1476.5	1444.5
Br_PGM2L1_2	PGM2L1	850.333333333333	1159	1355.5	1167.5
Br_B3GNT5_2	B3GNT5	1187.66666666667	2377.5	1747	517.5
Br_ZNRD1_2	ZNRD1	872	595	201	28.5
Br_GPLD1_2	GPLD1	1099.33333333333	2097.5	2560	1616.5
Br_OR2T4_3	OR2T4	2184.66666666667	5013	6456	6632.5
Br_LIG3_4	LIG3	311.666666666667	300	119	79
Br_AMH_2	AMH	705	1116.5	903	283
Br_NPAT_2	NPAT	689	871	589	433
Br_XAGE1E_3	XAGE1E	853.333333333333	637	324	140.5
Br_CHTF18_1	CHTF18	494.666666666667	520	174.5	109
Br_ZNF132_4	ZNF132	2195.66666666667	3821	2950.5	2948.5
Br_HIBADH_2	HIBADH	334.333333333333	610	947.5	725.5
Br_SIX6_3	SIX6	446.666666666667	1063	1353.5	572.5
Br_LRIG1_2	LRIG1	2173	3603	2669.5	2947.5
Br_PAEP_1	PAEP	888.333333333333	1402	1651	969.5
Br_UBE2E2_1	UBE2E2	326.666666666667	362.5	332.5	272
Br_ABCA7_4	ABCA7	483	708	730.5	532
Br_RPL36A-HNRNPH2_3	RPL36A-HNRNPH2	657.666666666667	755	285.5	272
Br_ZDHHC5_3	ZDHHC5	1541.66666666667	2124.5	1749.5	875.5
Br_ZNF860_2	ZNF860	2882.33333333333	4597.5	5631.5	3747
Br_MAK_4	MAK	1608.33333333333	2540.5	2320	1412.5
Br_HPN_4	HPN	1137.66666666667	1830	2201	4059.5
Br_LDLRAD2_2	LDLRAD2	457.333333333333	880.5	1153	545.5
Br_TMEM55A_4	TMEM55A	960.333333333333	1179.5	801	235.5
Br_ADAMTS6_4	ADAMTS6	972	1546	842.5	180
Br_HIVEP2_1	HIVEP2	730.333333333333	1550.5	2843	1719
Br_SEPT3_3	SEPT3	865	1482.5	1197.5	651.5
Br_PLEKHM2_1	PLEKHM2	837.333333333333	1218	1184	907.5
Br_FOXP4_2	FOXP4	2184.33333333333	3053.5	2481	1259.5
Br_NID2_3	NID2	2261.66666666667	3472	2828	1829.5
Br_HIST1H1T_3	HIST1H1T	572.666666666667	912.5	1024	311
Br_SYNJ2BP_3	SYNJ2BP	1969.66666666667	2454	2457	1128
Br_SLC9A1_1	SLC9A1	1257.33333333333	2752	3300.5	1921.5
Br_OR4A16_2	OR4A16	1375	2112	2386	1190
Br_MRPL43_3	MRPL43	868.333333333333	828.5	163.5	13.5
Br_A3GALT2_3	A3GALT2	2188	4084	4747	8914.5
Br_OR6C4_3	OR6C4	837	1600.5	1489.5	855.5
Br_DPEP2_3	DPEP2	3007	4452.5	4882.5	5240
Br_SKA3_4	SKA3	867.666666666667	1751	2189	1985
Br_NFE4_4	NFE4	126.666666666667	259.5	328.5	315
Br_GAGE12J_3	GAGE12J	845.666666666667	1822.5	2509.5	1112
Br_HIST1H3J_2	HIST1H3J	1371.66666666667	1992.5	1100	622
Br_GGA1_3	GGA1	2142	3770	3786	2122.5
Br_DDX58_3	DDX58	5.33333333333333	29.5	0	0
Br_ABRACL_3	ABRACL	1008.33333333333	2009	3532	4724
Br_PFN2_1	PFN2	1686.33333333333	2701.5	3174	2416.5
Br_MCM3_1	MCM3	865.666666666667	878	349	45.5
Br_EPHX1_1	EPHX1	1494.33333333333	1764	1751.5	640.5
Br_IMPAD1_2	IMPAD1	691.333333333333	989.5	1073	520.5
Br_NR5A1_2	NR5A1	1258.66666666667	1406.5	1534	1230.5
Br_NKIRAS2_1	NKIRAS2	872.666666666667	1741	1674	871
Br_GTF3C2_1	GTF3C2	819.333333333333	957.5	580	450.5
Br_GEMIN4_4	GEMIN4	1926.33333333333	2038.5	742.5	318.5
Br_POPDC2_4	POPDC2	2120.66666666667	3532	2877	1358
Br_MBL2_3	MBL2	1086.33333333333	1948.5	1728.5	1010
Br_MAPK6_4	MAPK6	2085.33333333333	2089	1403	782.5
Br_FAM19A2_4	FAM19A2	1073.66666666667	1704	1652.5	366.5
Br_XYLT2_2	XYLT2	883	1049.5	553.5	190
Br_FOXK1_3	FOXK1	602.333333333333	1385.5	1748	1549
Br_CLIP3_3	CLIP3	1191	2323.5	2785	2576
Br_MED13_4	MED13	323.666666666667	350	98	4.5
Br_GOLGA6D_4	GOLGA6D	888.666666666667	651	388	179
Br_RPSA_4	RPSA	2235.33333333333	1233	1164	689.5
Br_NEK6_4	NEK6	591	1077.5	1611.5	2605.5
Br_ZFP82_1	ZFP82	1239.33333333333	2874.5	3472.5	2708.5
Br_ITIH3_3	ITIH3	2203.33333333333	3106.5	3203	3144.5
Br_PRSS37_3	PRSS37	2335	4246.5	2967.5	1477
Br_DDB1_4	DDB1	1225.33333333333	971.5	638	336.5
Br_MORN1_1	MORN1	697	1229	726	264.5
Br_PFKFB1_4	PFKFB1	2200.33333333333	5191.5	5710	3316.5
Br_CEACAM7_1	CEACAM7	232.666666666667	341.5	131	64.5
Br_FUBP3_4	FUBP3	543	264	55.5	65
Br_ARID5B_2	ARID5B	382.333333333333	296	108.5	4.5
Br_ASPN_3	ASPN	454	919	1383.5	1270.5
Br_MGAM2_1	MGAM2	348.666666666667	492.5	408.5	222
Br_TLR1_2	TLR1	566	785	1080.5	880.5
Br_ZNF575_3	ZNF575	399.666666666667	900	541.5	281.5
Br_PCDH11X_3	PCDH11X	489	819.5	515	142
Br_ITGA10_2	ITGA10	2583.33333333333	3803.5	3716.5	4228
Br_COL4A3BP_4	COL4A3BP	2520	2511	1458.5	517.5
Br_COG7_4	COG7	455.666666666667	524.5	310.5	103
Br_NO_CURENT_77_4	NO_CURENT_77	1977.33333333333	2932	1684.5	1070.5
Br_DTNBP1_4	DTNBP1	2029.66666666667	2736.5	3312	3860
Br_CCNYL1_4	CCNYL1	714	1082.5	873.5	744
Br_TRIP10_3	TRIP10	756	1130.5	449.5	197.5
Br_MKKS_4	MKKS	674	881.5	694	242
Br_TMCC2_4	TMCC2	1422.33333333333	2219	1929	841
Br_TREX2_2	TREX2	1871.66666666667	3324.5	3120	2415
Br_NPIPA1_3	NPIPA1	498	366.5	105	9
Br_OR7C1_1	OR7C1	507.666666666667	567	351	200.5
Br_THBS3_1	THBS3	1010	1012.5	754.5	133
Br_OR4N4_2	OR4N4	1121	2041.5	2288.5	1486
Br_MEFV_1	MEFV	516	741	334	103.5
Br_C22orf23_4	C22orf23	832	1296	948.5	298.5
Br_ADIPOR1_1	ADIPOR1	836	1229.5	1292.5	959.5
Br_TFDP3_3	TFDP3	830	1344.5	1358	667
Br_REEP2_1	REEP2	1110.66666666667	1676	1529.5	1172
Br_CLRN1_4	CLRN1	1585.33333333333	2186.5	2302	1589.5
Br_RPA4_2	RPA4	680.333333333333	1082	499	155.5
Br_TMSB10_3	TMSB10	481.666666666667	579	442.5	226
Br_SARAF_1	SARAF	1575.66666666667	1861.5	1742.5	1274.5
Br_POTEI_1	POTEI	2325.33333333333	1864	1257.5	456
Br_ZNF486_1	ZNF486	751	1025.5	821	192.5
Br_RBX1_1	RBX1	636	319.5	191	201
Br_NOCT_3	NOCT	2291	2606	1736.5	913.5
Br_LGALS9_2	LGALS9	1084	1188.5	598	280.5
Br_CLDN34_3	CLDN34	940.666666666667	1298.5	924	1023
Br_LCN6_3	LCN6	1706.33333333333	2044.5	2438	1267
Br_RSPH9_2	RSPH9	1751	3247.5	4269	3327.5
Br_ATP13A1_2	ATP13A1	229	499	340.5	186.5
Br_PCDHGA11_2	PCDHGA11	1834.66666666667	2988	3156.5	1681
Br_NVL_4	NVL	205.333333333333	286	216.5	13
Br_KCNC2_2	KCNC2	1044.33333333333	495	502.5	243.5
Br_SOX12_3	SOX12	491.666666666667	479	421.5	165.5
Br_HNRNPUL1_3	HNRNPUL1	1466	2509	2019.5	1369
Br_TRIM9_4	TRIM9	459.333333333333	516.5	412.5	288.5
Br_CX3CR1_2	CX3CR1	552.666666666667	945	1774	1601.5
Br_PITPNB_1	PITPNB	783.333333333333	1430.5	1123	380.5
Br_C6orf99_3	C6orf99	731	1250	1014.5	380.5
Br_OR10G3_4	OR10G3	265.333333333333	527.5	821.5	416.5
Br_TRAPPC13_2	TRAPPC13	266.333333333333	73.5	1.5	1
Br_ATP6V0E2_3	ATP6V0E2	496.666666666667	633.5	388	178
Br_ABHD17C_3	ABHD17C	1399.66666666667	2841	2563.5	1131.5
Br_POTEH_1	POTEH	1067	1839	1627	1054
Br_TAAR6_4	TAAR6	894	1194.5	691.5	247
Br_CD2_3	CD2	849.666666666667	1327.5	1094.5	850
Br_SCGB2A2_3	SCGB2A2	1186.66666666667	2113.5	3564.5	2673.5
Br_FSCN3_1	FSCN3	1989	2207.5	1824	1010.5
Br_SLC39A2_2	SLC39A2	1386.66666666667	2496.5	2851.5	2710.5
Br_OR13D1_4	OR13D1	2693.33333333333	3701	2578	1509.5
Br_ADAP1_1	ADAP1	403.333333333333	637	601.5	342.5
Br_NO_CURENT_46_2	NO_CURENT_46	2095.33333333333	3275	3018	2390
Br_SOCS1_4	SOCS1	319.333333333333	783	619.5	293
Br_STK36_1	STK36	2577.66666666667	5255.5	5402.5	3527.5
Br_ETAA1_3	ETAA1	1193.33333333333	1656	1998.5	1771
Br_CCNG1_2	CCNG1	1213.66666666667	1794.5	1463.5	545
Br_ERAP2_4	ERAP2	541.333333333333	811.5	752.5	706
Br_TRIT1_2	TRIT1	888	1462	845	224.5
Br_MAPRE2_4	MAPRE2	2139.66666666667	3816	3524	2039
Br_RBMY1D_2	RBMY1D	593	848	755.5	220
Br_NSUN7_4	NSUN7	1078.66666666667	1178	1014.5	734.5
Br_MYL6_3	MYL6	707	1178.5	1251.5	661.5
Br_BTBD3_3	BTBD3	413.333333333333	533	304	146.5
Br_RIPK2_4	RIPK2	1974	2899	1927	1070
Br_CADM3_4	CADM3	1014.66666666667	1764	1471	826
Br_CCL7_2	CCL7	446	390	375	223.5
Br_IFNLR1_4	IFNLR1	718.333333333333	872.5	1108.5	572.5
Br_FSTL1_1	FSTL1	1319.33333333333	1189.5	738.5	370.5
Br_CD1E_1	CD1E	427.333333333333	769.5	626.5	291
Br_NBR1_1	NBR1	1994	3419	3936.5	2280
Br_DNAH5_4	DNAH5	683.666666666667	695.5	514.5	325.5
Br_GLDN_3	GLDN	661.666666666667	1480	1602	989.5
Br_ALB_4	ALB	637.666666666667	762	752	326.5
Br_SEC22C_1	SEC22C	2443.66666666667	3063.5	2745	1414
Br_MCUR1_2	MCUR1	385.333333333333	611	528.5	331
Br_LRRC29_1	LRRC29	2716.33333333333	3605.5	2998	1771.5
Br_PHLDA1_3	PHLDA1	1396	2034.5	2934	2177.5
Br_SMIM2_2	SMIM2	774.666666666667	1422	1298	798
Br_PRLH_2	PRLH	270.666666666667	390	150	13.5
Br_TSR1_1	TSR1	1469	2499.5	1533.5	505
Br_MROH2B_1	MROH2B	2067.66666666667	3008.5	4362.5	2845.5
Br_ZSCAN21_1	ZSCAN21	614.666666666667	565	439.5	234
Br_ACSM3_1	ACSM3	983	1348	906.5	529
Br_IL24_1	IL24	712.333333333333	893	735.5	171.5
Br_LMO3_3	LMO3	522	669	685	332.5
Br_MEAF6_4	MEAF6	1511.66666666667	1540.5	782.5	300.5
Br_BAX_3	BAX	438	1016	570	187.5
Br_NO_CURENT_212_3	NO_CURENT_212	2330	4473	3884.5	2237.5
Br_ATP4B_4	ATP4B	897.333333333333	2062	2527	1527.5
Br_GPR12_4	GPR12	2355.66666666667	2953.5	4166.5	2785
Br_HARS2_1	HARS2	866.666666666667	723	218.5	74.5
Br_NUTM2G_1	NUTM2G	1390	1172	665.5	124
Br_LRIT1_1	LRIT1	149.666666666667	204.5	363.5	228
Br_RNF225_2	RNF225	668.333333333333	957	756.5	608
Br_TRMT44_4	TRMT44	1266.33333333333	1935	1679.5	1354.5
Br_ERH_1	ERH	952	530	312.5	130
Br_ATG2B_2	ATG2B	536.333333333333	766	342.5	124
Br_FBRS_1	FBRS	3003.66666666667	6562	5934.5	2980
Br_POSTN_1	POSTN	766	1370	1045.5	435.5
Br_KIAA1683_2	KIAA1683	808.333333333333	1527.5	1288.5	709
Br_OCIAD1_1	OCIAD1	652.666666666667	1505.5	1193	1240
Br_DHX9_1	DHX9	1195	1523	1033	552.5
Br_SIVA1_1	SIVA1	1405	2081	1965	1180.5
Br_RXRB_1	RXRB	1598.33333333333	2591.5	2940.5	2948
Br_PCNX4_1	PCNX4	422	428	330	477
Br_ZDHHC22_1	ZDHHC22	1908.33333333333	3074	3249	1485
Br_RNF212B_3	RNF212B	1287	1183	823.5	485
Br_ASXL3_4	ASXL3	434	677.5	564	343.5
Br_GPATCH3_1	GPATCH3	1496	1723	758.5	399.5
